"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000001084"	9572.09912555453	1.48378781857806	0.355194481950674	4.17739546636346	2.94866103251158e-05	0.00309691200305338
"ENSG00000002745"	30.7031935914461	1.67508743176607	0.401287055964823	4.17428722623167	2.98920438958615e-05	0.00311037488597972
"ENSG00000006611"	108.446150397601	2.93314764542351	0.643859182174162	4.55557321636535	5.22429140050559e-06	0.000840599446393238
"ENSG00000007171"	134.279003334826	1.57639165316984	0.370136762327427	4.25894375705202	2.05395136888481e-05	0.00244867186770314
"ENSG00000008516"	219.382220531379	-1.0548467369621	0.253029534451059	-4.16886803056633	3.06116159916814e-05	0.00314438693014553
"ENSG00000010379"	27.9341442030638	-1.49304052712947	0.383604219964464	-3.89213791044264	9.93647321502768e-05	0.00712493247620354
"ENSG00000019102"	635.521278925081	-1.48011638629962	0.384948421403775	-3.84497325876059	0.000120565585733089	0.00811138468459839
"ENSG00000021826"	2911.70077614124	3.34547443948462	0.595734379319233	5.61571491527417	1.95751179283385e-08	1.18527339056089e-05
"ENSG00000023909"	6554.46927183588	1.29398748230213	0.320876374861978	4.0326667329707	5.51474613774918e-05	0.00473465648818921
"ENSG00000039537"	221.04479737586	-1.98741566533833	0.460805582894313	-4.31291576993362	1.61115511433184e-05	0.00206185682500921
"ENSG00000046774"	100.679941378025	5.60566639923006	1.27481280954639	4.39724668378935	1.09632719948245e-05	0.00150241420727798
"ENSG00000049192"	302.352314130436	-1.13897143032189	0.242382549974477	-4.69906530169694	2.61354882982588e-06	0.000527501272153191
"ENSG00000058335"	852.884155472909	-1.74809270872808	0.374901422467819	-4.66280628443904	3.11926345533763e-06	0.000603118763393811
"ENSG00000063438"	140.105432598046	1.31376577599295	0.298778954723278	4.3971161797849	1.09698633935721e-05	0.00150241420727798
"ENSG00000067715"	965.164878749563	1.9199197643688	0.420130757086311	4.56981483023004	4.8815533210687e-06	0.000802283288317641
"ENSG00000069535"	1790.75649730819	-1.04725966063856	0.270681778872825	-3.86896992106216	0.000109296122957798	0.00761223179378302
"ENSG00000070193"	78.2679810847775	-2.04654216465551	0.393148960722555	-5.20551335273592	1.93461034883883e-07	7.29728680597255e-05
"ENSG00000078295"	177.964433142617	2.06312370562779	0.488108833294523	4.22676986134957	2.37069913367488e-05	0.00262873647639107
"ENSG00000079337"	720.446860667001	-1.20437957328321	0.233597879231098	-5.15578128212249	2.52575576993473e-07	8.70405424949125e-05
"ENSG00000084674"	47.2845301517577	2.3762391876359	0.519245710810156	4.57632896751011	4.73206236478185e-06	0.000788985673559895
"ENSG00000086696"	70.2182839570832	-1.81753329531566	0.449977516527025	-4.03916468836837	5.36418928515949e-05	0.00464002373166296
"ENSG00000087494"	3124.45882835856	2.53059882697965	0.609002892913323	4.15531495240338	3.24839761502459e-05	0.00330718498779207
